Soil Moisture,Temperature,Soil Humidity,Time,Air temperature (C),Wind speed (Km/h),Air humidity (%),Wind gust (Km/h),Pressure (KPa),ph,rainfall,N,P,K,Watering Required,Risk of Disease,Soil Acidity,Acidity status,Soil Fertility,Optimal Growth Conditions,Evapotranspiration Rate,Irrigation Scheduling
18,16,36,29,18.84,11.72,13.1,48.98,101.59,6.986228647,54.77830202,68,70,54,75.1143396,24.296,0.461673243,neutral,174.1903601,36.136,8.758,63.06650939
72,33,50,101,18.76,11.42,13.29,54.49,101.59,6.979102243,149.1199989,42,59,55,10.68900022,80.496,0.401685145,neutral,139.0853716,68.348,17.081,-55.23599967
60,24,50,69,18.69,11.11,13.48,60,101.59,6.825664782,102.2708231,43,64,47,27.50183538,62.903,0.581328778,neutral,138.0779653,65.562,12.4,-13.18124693
81,24,45,55,18.64,11.22,13.63,61.58,101.6,6.617066674,239.7427554,35,67,49,-21.03755108,81.876,0.769755364,neutral,134.2319467,76.16,12.399,-68.42282662
77,34,25,1,18.59,11.33,13.78,63.16,101.6,6.551892638,188.5181422,56,59,55,-1.83762844,86.349,0.857662957,neutral,152.7863248,70.258,17.398,-22.05544266
32,44,49,60,18.54,10.6,13.97,56.14,101.6,6.598860305,208.3357976,39,64,53,44.14184048,54.55,0.786354977,neutral,138.7192022,38.056,22.049,-12.50073928
29,2,47,85,18.48,9.88,14.16,49.13,101.61,6.420018717,224.5903664,18,30,29,22.83392672,47.744,0.872408614,acidic,67.7940131,28.852,0.704,-26.87710992
56,38,66,35,18.43,9.15,14.35,42.11,101.61,5.740054567,224.3206759,37,23,28,13.83086482,72.745,1.601366195,acidic,79.2180382,56.65,18.355,-28.79620277
33,34,52,34,18.27,9.46,14.82,42.48,101.61,5.686972967,151.0761899,13,28,33,49.33876202,49.098,1.553091664,acidic,63.68088108,49.464,16.338,16.67714303
42,27,43,95,18.12,9.76,15.29,42.86,101.61,6.293662363,179.8248944,2,21,35,30.94802112,51.858,0.724569793,acidic,48.40556365,61.28,12.817,-31.44746832
84,35,27,5,18.08,10.27,15.52,54.76,101.61,6.381975465,181.6942283,10,18,35,-7.49484566,95.931,0.781785414,acidic,53.76738283,74.362,16.952,-29.00826849
69,40,60,80,18.03,10.78,15.74,66.67,101.61,5.542169139,184.7624496,7,11,32,9.32551008,86.294,1.545637813,acidic,41.4795184,61.936,19.59,-52.42873488
45,27,28,91,17.98,10.67,15.89,64.1,101.62,5.551963184,150.9502632,39,5,31,33.54294736,54.521,1.631938051,acidic,67.28637423,63.078,13.001,-23.78507896
26,10,52,3,17.92,10.56,16.04,61.54,101.62,5.860740481,147.8888994,34,6,27,44.61022012,40.048,1.341487832,acidic,60.20251834,36.72,4.412,40.13333018
62,33,61,3,17.83,10.23,16.26,55.26,101.63,5.558807063,178.8116076,31,30,29,13.85967848,75.299,1.787981813,acidic,80.19116494,65.962,15.714,-5.14348228
30,41,54,28,17.74,9.9,16.47,48.98,101.64,5.55771171,189.6711349,25,7,35,47.62477302,53.34,1.603232081,acidic,58.2903982,42.196,19.519,11.09865953
62,16,70,67,17.67,10.59,16.56,51.16,101.65,5.568365926,145.5414413,16,18,26,11.92371174,68.147,1.672120468,acidic,51.99785615,61.13,7.268,-27.16243239
13,33,37,40,17.61,11.28,16.65,53.33,101.65,6.07071786,198.8234862,26,10,33,58.74030276,30.854,1.135699547,acidic,60.7495025,41.564,16.017,19.35295414
30,17,46,38,17.56,11.68,16.77,55.24,101.66,5.627860549,144.3331315,27,8,32,44.6023737,37.994,1.563093701,acidic,58.83950238,46.08,8.141,19.70006055
44,27,24,39,17.51,12.07,16.89,57.14,101.68,6.38488418,157.9171537,37,18,30,32.84956926,53.641,0.925125049,acidic,76.76941893,63.098,13.261,1.12485389
83,43,29,63,17.44,11.42,16.97,55.36,101.69,5.685889066,215.9195049,19,15,34,-9.77490098,102.076,1.5267238,acidic,58.78012235,66.792,20.977,-67.27585147
30,37,48,104,17.37,10.76,17.05,53.57,101.7,6.234458417,204.7206567,0,19,33,42.44086866,50.118,#NAME?,acidic,42.96412089,46.488,17.689,-31.41619701
19,26,62,82,17.3,10.1,17.12,51.78,101.7,6.443168642,199.7936345,31,20,26,48.9052731,31.95,0.873993652,acidic,69.41021805,50.176,11.904,-7.93809035
44,1,28,29,17.23,9.45,17.2,50,101.71,5.842317989,172.0540491,9,17,32,16.92919018,65.385,1.314152213,acidic,49.08962259,37.87,-0.88,1.88378527
24,33,23,16,17.19,8.76,17.26,39.82,101.72,5.955742971,218.0055713,22,11,29,43.72088574,43.128,1.256421219,acidic,54.36902008,48.056,14.826,14.59832861
34,38,28,55,17.15,8.07,17.32,29.63,101.72,5.741367375,157.2388553,31,6,26,48.35622894,56.671,1.455397639,acidic,56.31895716,48.242,17.032,3.32834341
30,44,20,9,17.16,8.06,17.38,30.6,101.72,5.948342571,171.7575545,34,6,30,52.4344891,57.938,1.24334969,acidic,62.6638398,40.292,20.01,25.97273365
4,28,55,12,17.17,8.05,17.43,31.58,101.72,6.387067562,172.4813641,24,6,32,70.27472718,21.795,0.763340178,acidic,54.57094729,43.334,11.991,50.25559077
27,32,50,90,17.33,7.76,17.28,34.84,101.72,5.562911913,156.6732553,1,8,26,52.48134894,45.748,1.319222587,acidic,27.99403834,50.772,13.92,-7.00197659
82,9,43,63,17.49,7.46,17.14,38.1,101.73,5.85971872,205.5463111,31,13,33,-23.75126222,94.518,1.39052418,acidic,68.3018031,65.22,2.342,-63.16389333
55,38,25,70,17.72,7.82,16.95,42.12,101.74,6.282955073,150.0500312,10,9,28,28.90499376,75.376,0.833805443,acidic,39.99806855,58.496,17.043,-23.01500936
22,42,23,90,17.95,8.17,16.77,46.15,101.74,6.25449571,171.6262299,36,27,26,59.64375402,48.451,1.107630217,acidic,80.578147,37.782,19.237,-6.48786897
6,27,58,89,18.32,8.22,16.38,46.6,101.74,5.973853124,142.9403233,38,24,33,73.99793534,21.626,1.358060119,acidic,85.28169719,44.46,11.874,18.61790301
85,14,24,30,18.68,8.26,15.98,47.06,101.73,6.081568052,178.9635457,11,6,25,-18.58670914,91.498,1.01550984,acidic,35.75709764,70.632,5.51,-41.68906371
12,25,39,19,19.16,9.62,15.18,52.1,101.73,6.37466756,209.8453993,16,14,30,53.97692014,23.246,0.826377307,acidic,52.16226729,44.22,11.794,27.54638021
65,15,49,49,19.64,10.97,14.38,57.14,101.73,6.027707171,149.2433497,33,14,35,8.33733006,69.201,1.230314512,acidic,72.91939502,59.81,7.574,-22.27300491
85,33,44,91,20.19,10.23,13.74,57.84,101.74,5.868285082,132.1491176,16,6,29,0.94817648,93.479,1.251420154,acidic,43.80779956,75.446,16.47,-58.14473528
20,30,21,31,20.74,9.48,13.09,58.54,101.75,6.205931638,134.8419069,32,11,31,64.10461862,32.454,1.037032759,acidic,66.14415215,45.576,14.865,36.04742793
77,27,57,53,21.2,11.27,12.46,62.66,101.76,5.570745386,194.9022136,38,14,30,-6.21844272,79.471,1.716799225,acidic,73.59952177,76.214,14.27,-49.97066408
77,22,49,51,21.67,13.06,11.82,66.77,101.76,6.095261013,171.9457959,8,6,33,-3.93515918,73.578,0.942208332,acidic,39.16668271,70.344,12.678,-42.08373877
68,43,37,66,22.14,14.84,11.19,70.89,101.77,6.025789594,204.9603677,23,6,33,9.15092646,80.402,1.117285018,acidic,54.11805272,53.984,24.079,-50.48811031
77,13,47,96,22.6,16.63,10.56,75,101.78,5.542873799,160.7306991,29,25,35,-5.81413982,73.819,1.76020856,acidic,78.48001166,59.622,9.984,-61.21920973
18,13,60,1,23.08,15.14,10.22,71.78,101.78,6.366219551,218.5241851,24,14,33,41.72916298,21.422,0.865840809,acidic,62.55635369,30.148,9.49,27.94274447
43,33,20,67,23.56,13.64,9.87,68.57,101.78,5.579845008,218.080385,32,12,30,26.922923,49.422,1.675099509,acidic,65.80589151,50.668,18.995,-29.9241155
49,44,21,66,24,14.14,9.64,71.78,101.78,5.804965067,208.1181381,30,25,31,28.48437238,63.042,1.513643533,acidic,76.46347555,42.384,24.764,-32.43544143
2,9,43,41,24.45,14.65,9.42,75,101.79,6.121005506,194.3100272,14,21,35,60.81199456,9.765,1.091817665,acidic,60.28470385,17.606,7.534,31.20699184
41,21,50,108,24.6,16.02,9.2,81.94,101.8,6.000248647,145.4172387,27,22,29,37.65655226,35.686,1.301709702,acidic,69.30017405,48.656,14.148,-26.62517161
12,44,50,14,24.74,17.38,8.99,88.89,101.81,5.820978791,160.389421,40,5,29,75.2251158,26.824,1.372123363,acidic,66.87468515,22.716,26.255,44.8831737
44,43,23,52,24.92,16.92,8.8,96.62,101.81,5.620733794,156.7650823,17,11,32,43.50698354,54.956,1.555803477,acidic,51.53451366,39.656,25.628,-5.02952469
66,30,36,62,25.1,16.45,8.61,104.35,101.81,6.001936419,165.8092179,30,30,35,13.25515642,64.495,1.322768251,acidic,84.30135549,63.598,18.997,-34.74276537
89,0,41,88,25.34,17.08,8.38,118.84,101.82,6.305740522,192.7678575,28,10,30,-30.0675715,92.524,0.9176187,acidic,60.51401837,50.788,4.318,-78.83035725
50,31,33,18,25.58,17.71,8.16,133.33,101.82,6.362544111,150.2012138,39,7,29,33.01175724,49.563,0.861673486,acidic,68.05378088,53.986,20.136,7.93963586
45,8,32,66,25.7,17.84,8,126.66,101.82,5.588655387,144.6261698,32,20,35,27.67476604,45.612,1.701956624,acidic,77.01205877,36.332,8.736,-9.38785094
43,16,43,110,25.81,17.98,7.84,120,101.83,6.182232762,174.796583,7,15,32,27.6886834,37.154,0.936589683,acidic,45.52756293,43.176,12.84,-38.4389749
1,9,38,63,26.09,20.51,7.8,114.54,101.83,5.959493188,211.2506267,29,17,29,58.90987466,3.143,1.323828146,acidic,66.77164523,14.638,10.364,16.12481199
56,16,39,108,26.37,23.03,7.76,109.09,101.83,5.677282678,224.7006953,34,15,34,4.73186094,45.239,1.593522342,acidic,73.77409787,48.602,14.884,-65.41020859
26,8,22,65,26.49,22.46,7.68,117.7,101.82,5.612122797,135.4186222,14,23,25,48.61227556,24.958,1.643444775,acidic,53.72848596,25.652,10.68,12.87441334
79,35,29,55,26.61,21.9,7.6,126.32,101.82,6.206077742,162.8432736,18,19,29,3.65134528,75.37,1.040673749,acidic,57.74425442,63.2,23.98,-43.35298208
38,32,67,21,26.71,19.19,7.39,109.32,101.83,5.764812076,131.2451414,7,21,35,49.53397172,37.757,1.378696377,acidic,53.03536845,46.074,21.459,24.12645758
41,11,47,108,26.81,16.48,7.18,92.31,101.84,6.203376525,145.0583117,24,27,34,33.33433766,39.744,1.091376492,acidic,74.94236357,36.948,9.938,-26.51749351
9,37,54,35,26.84,17.35,7.11,112.82,101.84,6.143662699,199.8778403,39,29,29,67.39143194,16.665,1.222693466,acidic,87.70056389,26.718,23.307,25.53664791
81,37,53,31,26.88,18.22,7.04,133.33,101.84,6.100429497,214.4128874,29,8,28,-7.49457748,80.786,1.111023789,acidic,57.97030065,62.488,23.676,-48.82386622
32,25,53,39,27.26,17.12,6.96,111.11,101.84,5.708409601,145.9298935,10,24,27,49.2260213,27.776,1.510070605,acidic,52.29588672,46.144,17.26,16.72103195
80,2,61,18,27.63,16.01,6.88,88.89,101.85,5.868255858,171.6516396,0,29,32,-15.39432792,82.073,#NAME?,acidic,50.9077791,47.302,5.34,-28.49549188
31,16,38,49,27.48,16.41,6.98,104.44,101.84,6.461225827,131.2116167,32,11,31,48.66367666,26.593,0.78173857,acidic,66.32285808,36.802,12.47,17.13651499
23,21,40,104,27.34,16.81,7.09,120,101.84,6.165084855,222.803013,37,10,32,40.8123974,16.823,1.079691855,acidic,71.0155594,37.81,15.097,-29.8409039
56,10,63,53,27.58,15.62,7.08,115,101.84,6.047044342,157.7592626,20,29,27,15.32414748,54.546,1.259674782,acidic,67.03293104,43.54,9.124,-17.82777878
40,12,47,88,27.83,14.42,7.06,110,101.84,6.137102505,141.3220576,31,29,35,35.61758848,39.366,1.187490992,acidic,84.49597175,37.764,9.65,-14.39661728
89,25,64,12,28.08,13.23,7.05,105,101.83,5.894027065,205.5720367,17,30,27,-19.72940734,81.889,1.399830321,acidic,64.82581895,75.494,15.677,-44.67161101
67,45,54,70,28.32,12.04,7.04,100,101.83,5.56222383,131.0900076,1,12,30,27.16999848,78.912,1.346147097,acidic,34.79355668,48.724,25.204,-29.32700228
53,43,51,6,28.24,13.87,6.65,70.34,101.83,5.832608028,201.8258633,6,13,29,26.13982734,63.041,1.266333272,acidic,40.08282562,43.046,25.053,-4.54775899
21,15,70,95,28.16,15.7,6.27,40.68,101.83,6.218571874,224.4016682,15,28,32,39.73866636,18.18,1.038880007,acidic,65.25300031,30.376,11.899,-23.82050046
44,25,65,2,28.32,15.54,6.22,38.8,101.82,6.142010637,191.006688,27,24,29,28.4326624,38.942,1.16864885,acidic,71.19940745,51.868,16.85,9.6979936
30,18,33,12,28.48,15.37,6.16,36.92,101.81,6.078807239,215.1968037,3,23,30,34.11263926,24.001,1.004483673,acidic,47.05516507,37.854,13.3,11.44095889
13,38,41,26,28.66,15.1,6.01,58.46,101.82,5.702484758,212.867626,8,26,26,61.6234748,21.54,1.505459396,acidic,51.29173933,27.288,23.237,22.1397122
59,36,59,51,28.84,14.83,5.86,80,101.82,5.547594847,167.0470997,20,28,26,23.83258006,61.379,1.759389178,acidic,64.98331639,52.222,22.174,-22.61412991
30,42,42,16,28.76,14.57,6.04,62.64,101.82,5.836075368,142.1430003,26,18,27,60.75939994,40.441,1.449187775,acidic,62.98525276,31.918,25.016,31.35709991
22,15,28,91,28.67,14.3,6.22,45.28,101.81,6.231662767,147.1682459,1,6,35,54.20035082,20.01,0.591978374,acidic,33.86216394,31.116,11.354,0.34952623
44,26,28,27,29.02,14.5,6,51.21,101.81,5.718120393,148.8398374,27,30,31,37.43203252,40.25,1.608184311,acidic,77.90268428,52.9,17,9.84804878
40,9,29,43,29.36,14.69,5.79,57.14,101.81,5.852038202,134.1279669,23,7,34,35.93740662,40.307,1.303466182,acidic,55.69642674,33.694,8.639,10.26160993
10,29,27,30,29.26,14.18,6,66.07,101.8,5.547933273,192.9036306,0,26,31,64.11927388,12.274,#NAME?,acidic,47.18355329,34.964,18.372,29.12891082
39,16,38,101,29.17,13.66,6.21,75,101.78,6.156259104,191.2996157,38,6,25,28.87707686,34.948,1.064787876,acidic,62.80938137,40.736,11.601,-34.88988471
35,28,65,75,28.94,14.62,6.14,67.5,101.77,6.436314406,134.8370348,25,12,26,50.19059304,33.806,0.808254188,acidic,56.20542008,48.488,18.006,-0.95111044
36,39,27,11,28.72,15.58,6.07,60,101.76,5.981169595,143.533473,40,5,32,52.9723054,42.764,1.202088551,acidic,69.38681872,37.74,23.911,27.4399581
1,26,41,23,29.1,14.42,5.97,66.37,101.76,6.271952833,178.7297725,0,19,31,74.4630455,1.576,#NAME?,acidic,41.39036698,31.392,16.977,45.88106825
43,30,49,85,29.48,13.27,5.87,72.73,101.75,6.470465614,144.1571109,26,9,32,41.40757782,43.281,0.728492907,acidic,59.32932593,50.542,18.547,-16.74713327
37,12,41,12,29.32,13.92,5.81,79.22,101.74,6.141502001,182.4482352,35,30,34,30.76735296,35.766,1.201516491,acidic,88.5990514,35.364,9.825,14.26552944
16,17,33,61,29.15,14.56,5.75,85.71,101.72,5.826381164,224.8315729,19,30,30,45.80868542,12.358,1.468062734,acidic,69.17846681,29.688,12.599,-1.94947187
16,16,25,57,29.4,14.71,5.54,77.14,101.71,6.342463714,148.3003692,31,13,33,60.67792616,12.843,0.907779186,acidic,68.6397246,28.49,12.222,23.00988924
26,43,23,98,29.64,14.86,5.34,68.57,101.7,6.071897347,195.4115025,17,29,26,54.8156995,36.738,1.222343917,acidic,63.25032814,28.3,25.842,-21.62345075
72,9,62,74,29.6,14.75,5.35,74.28,101.7,6.331051715,209.540094,2,30,30,-11.0130188,68.625,0.738263003,acidic,52.5317362,49.33,8.795,-59.8620282
65,34,47,29,29.56,14.64,5.36,80,101.69,6.413184638,164.9182225,30,13,25,17.4083555,64.812,0.861542453,acidic,61.28922925,56.86,21.248,-16.97546675
3,2,30,89,29.82,13.64,5.3,78.71,101.68,5.50158009,213.9011021,8,15,33,53.62977958,12.852,1.627518328,acidic,46.85110606,8.012,4.866,0.32966937
77,33,53,48,30.09,12.63,5.24,77.42,101.67,6.338720873,131.3387935,18,12,35,11.6602413,76.099,0.843272162,acidic,56.33710461,64.166,19.98,-28.40163805
61,9,47,31,30.11,13.51,5.26,74,101.66,6.015672239,135.1272491,8,28,30,14.89655018,59.503,1.185372628,acidic,56.51097057,44.006,8.326,-5.03817473
19,14,55,89,30.13,14.39,5.28,70.59,101.65,5.735364307,174.6256481,40,22,29,51.49087038,17.107,1.605898301,acidic,82.11475501,27.846,11.172,-3.88769443
9,40,27,73,30.06,13.98,5.26,71.66,101.64,6.465906333,154.0621221,27,10,33,78.60957558,19.574,0.744285107,acidic,62.02613443,22.912,24.014,20.28136337
6,0,36,3,29.98,13.56,5.25,72.73,101.63,5.855457599,165.8248732,21,20,31,59.26002536,17.158,1.405169152,acidic,62.99882032,7.488,3.849,54.75253804
78,4,34,105,30.22,13.32,5.04,76.77,101.62,6.318552973,225.6323656,3,9,35,-22.63847312,78.716,0.655495907,acidic,38.62298708,47.368,5.816,-86.18970968
57,14,49,3,30.46,13.07,4.84,80.81,101.62,6.006784979,188.9252083,22,16,27,10.76295834,51.791,1.249994452,acidic,57.30474949,46.758,10.776,-3.17756249
7,45,59,2,30.7,12.82,4.64,84.85,101.61,6.008386283,221.2258168,27,8,30,69.86283664,21.966,1.18902182,acidic,57.5058704,16.648,26.236,37.63225496
76,4,60,63,30.94,12.58,4.43,88.89,101.6,5.665785202,203.9283708,22,8,33,-16.11467416,76.824,1.501612441,acidic,54.66604964,46.028,5.703,-56.67851124
15,21,36,92,30.9,12.92,4.5,86.02,101.6,5.764615485,191.7723087,28,27,32,55.79553826,9.756,1.551615062,acidic,77.03523084,32.516,14.318,-6.53169261
75,39,37,67,30.86,13.25,4.56,83.16,101.59,5.901495544,149.2220255,23,21,26,13.2875949,77.985,1.390696468,acidic,61.93104688,56.498,23.432,-41.26660765
71,12,20,57,30.81,13.58,4.62,80.29,101.58,5.779032666,152.4238712,37,5,34,3.12922576,65.414,1.390366864,acidic,67.84532287,51.48,10.046,-33.22716136
20,35,54,25,30.77,13.92,4.69,77.42,101.58,5.67154928,166.5712879,19,26,29,62.77874242,24.946,1.611974689,acidic,64.6700845,32.968,21.661,29.52861363
76,36,34,9,30.82,13.76,4.69,73.06,101.57,7.231324765,90.8022356,133,47,24,22.43255288,76.258,0.324919525,neutral,194.3380727,60,22.097,4.25932932
17,43,45,78,30.87,13.6,4.7,68.71,101.56,6.925412377,71.29581071,136,36,20,88.83083786,28.88,0.624631778,neutral,184.3477887,23.54,25.53,34.61125679
42,3,69,93,30.92,13.44,4.7,64.36,101.54,7.633437412,90.75616738,104,47,18,39.93876652,46.692,-0.073020738,basic,160.2565938,28.072,5.466,-3.726850214
44,17,47,45,30.97,13.28,4.7,60,101.53,6.827354668,89.76050416,133,47,23,45.13789917,37.404,0.733145583,neutral,193.5791483,43.104,12.402,18.57184875
58,39,62,58,30.99,13.43,4.25,59.27,101.52,6.176716425,88.43618918,126,38,23,42.53776216,62.249,1.35712096,acidic,178.0237015,47.714,23.597,-1.530856754
56,26,38,73,31.02,13.58,3.8,58.54,101.51,6.628722836,78.58494391,126,50,19,40.14301122,49.494,0.951663757,neutral,185.940106,57.324,17.292,-4.075483173
14,2,46,50,31.06,13.22,3.9,56.54,101.5,7.256877571,96.32600992,113,41,20,66.56479802,21.646,0.28764519,neutral,165.7201857,12.476,5.118,44.10219702
46,43,55,1,31.09,12.86,4,54.55,101.49,6.443785385,64.23026638,121,45,22,61.45394672,54.798,1.107355673,acidic,178.7106498,37.628,25.444,46.23092009
43,35,70,90,31.08,12.78,4.02,43.28,101.48,7.723240151,72.49800885,121,47,16,58.79439823,45.774,-0.135905208,basic,175.5937319,44.16,21.406,2.250597345
5,21,69,14,31.06,12.7,4.03,32,101.47,5.947448589,71.94608134,129,60,22,89.90178373,0.44,1.638862862,acidic,199.863214,27.184,14.371,78.4161756
53,23,22,53,31.08,12.58,4.04,33.64,101.46,7.227745516,71.84080724,107,45,25,42.91983855,45.334,0.298316034,neutral,167.3405781,53.216,15.32,10.94775783
70,39,23,33,31.09,12.45,4.04,35.29,101.46,6.219469084,79.81328183,122,59,18,32.32534363,73.525,1.379649589,acidic,188.9536284,53.742,23.268,1.556015451
34,9,28,41,31.16,12.16,3.92,35.83,101.46,6.021439523,69.91563467,140,38,15,55.34087307,34.808,1.565678315,acidic,185.5150077,29.704,8.188,36.5253096
57,6,20,29,31.23,11.88,3.8,36.36,101.45,6.253343655,89.799462,102,49,21,26.9001076,57.984,1.293883412,acidic,162.3773406,38.164,6.612,13.5601614
48,40,21,62,31.16,11.98,3.76,45.46,101.45,6.187455799,90.94342484,111,40,25,52.68331503,54.574,1.330497584,acidic,166.4312191,41.612,23.664,5.716972548
38,19,41,99,31.1,12.08,3.73,54.55,101.45,7.057693366,64.02949379,131,35,18,57.57510124,30.274,0.496323997,neutral,176.8596146,41.568,13.213,5.291151863
6,25,69,64,30.96,12.96,3.86,61.56,101.44,6.720449769,86.76287924,135,43,16,87.98942415,4.188,0.868938848,neutral,186.3043148,31.496,16.526,47.97113623
9,32,38,9,30.81,13.83,3.99,68.57,101.43,6.431689506,69.08056728,100,46,18,91.98688654,12.009,1.122654476,acidic,155.4021827,29.926,20.335,77.77582982
46,35,56,42,30.85,13.28,3.78,61.56,101.43,7.453106264,86.06411872,123,39,24,53.15317626,47.884,0.076662953,neutral,176.9828256,45.368,21.678,19.18076438
51,38,50,26,30.9,12.72,3.57,54.55,101.42,7.368258226,89.1188212,117,56,15,49.10523576,54.966,0.239689316,neutral,179.1422192,44.812,23.017,21.26435364
62,4,31,74,30.96,12.04,3.91,50.8,101.42,7.352401887,99.36898373,121,36,24,18.95320325,64.082,0.167723678,neutral,172.3533187,38.72,5.643,-16.81069512
65,16,67,56,31.01,11.36,4.25,47.06,101.42,6.652143699,78.59595817,101,58,18,26.00580837,57.998,0.926375478,neutral,167.3565006,52.628,11.269,-4.578787451
52,37,61,15,30.84,12.25,4.01,45.75,101.42,6.144631795,86.00758678,107,42,24,48.09548264,55.835,1.378612667,acidic,163.4012423,46.758,22.197,26.69772397
88,4,39,69,30.68,13.14,3.77,44.44,101.41,7.318802162,93.46595573,100,41,22,-5.824191146,86.572,0.203967818,neutral,154.2768385,51.388,6.125,-38.53978672
59,1,55,35,30.81,12.19,3.94,46.22,101.41,7.954629324,95.0191318,125,39,21,21.31417364,63.707,-0.409894029,basic,176.2317595,34.214,4.194,6.99426046
52,43,52,83,30.94,11.24,4.11,48,101.41,6.207652157,87.54004943,105,60,23,50.75899011,61.442,1.353628913,acidic,176.8453565,41.04,24.763,-7.762014829
24,6,28,87,30.8,11.93,4.14,51.9,101.4,6.631005298,81.49543437,102,46,19,61.45891313,28.589,0.919912225,neutral,158.3417037,21.926,6.53,20.05136969
64,33,69,98,30.67,12.62,4.17,55.81,101.4,7.306918817,67.05961949,131,49,22,37.8370761,63.336,0.2606787,neutral,192.4851568,56.812,20.297,-21.11788585
68,0,56,30,30.59,12.38,4.43,53.86,101.4,5.898293044,86.55517751,139,35,15,13.3599645,72.964,1.679884135,acidic,181.7288051,38.068,3.623,3.033446747
87,23,24,44,30.52,12.14,4.69,51.9,101.4,7.238566893,64.61444234,108,36,19,10.17011153,76.892,0.293554226,neutral,155.4330032,70.824,14.949,-16.3843327
77,3,25,57,30.44,11.89,4.95,49.95,101.41,7.977651226,71.67870701,118,45,23,8.679258598,79.527,-0.433465936,basic,176.2156441,46.082,4.771,-15.0036121
26,14,63,35,30.36,11.65,5.21,48,101.41,5.983075895,79.56866268,107,51,22,63.52326746,25.255,1.568285306,acidic,169.7881531,31.838,10.097,44.6294012
15,19,63,85,30.2,11.28,5.5,44.57,101.42,6.785723961,80.36146974,125,60,17,76.77770605,11.904,0.823220535,neutral,192.4500068,31.644,12.362,30.39155908
22,37,67,3,30.05,10.92,5.8,41.14,101.42,7.393441155,97.10087029,113,37,20,75.33982594,31.556,0.140816191,neutral,162.0245912,33.456,21.128,59.36973891
81,20,28,20,29.9,10.56,6.09,37.72,101.43,6.486068274,88.54479121,131,52,16,9.464041758,71.598,1.119316958,acidic,190.2402478,66.26,12.397,-5.563437363
26,24,52,81,29.74,10.19,6.38,34.29,101.43,7.175934962,88.94245493,115,48,16,66.29750901,25.847,0.40841948,neutral,170.8768455,43.066,14.162,18.81726352
46,16,41,36,29.57,10.84,6.22,36.5,101.43,7.388265888,90.42224164,113,38,25,42.04955167,43.232,0.126343927,neutral,166.9282139,44.808,10.47,20.87332751
56,43,38,39,29.4,11.48,6.05,38.71,101.43,6.10539819,80.96157332,111,41,18,47.49268534,66.814,1.447874861,acidic,161.6737787,44.544,24.277,12.211528
58,6,43,91,29.31,10.5,6.14,50.12,101.43,6.419536555,84.63148859,111,53,19,26.23170228,62.19,1.154001759,acidic,173.4936756,40.812,5.358,-16.88944658
38,1,45,28,29.22,9.52,6.23,61.54,101.43,6.307585854,61.82980133,122,48,16,48.26503973,48.966,1.282677479,acidic,177.5153101,26.08,2.439,41.4510596
54,31,70,57,29.08,10.69,6.43,66.06,101.43,6.93221485,65.0247867,108,46,17,46.56604266,56.347,0.635541078,neutral,162.9525504,56.006,17.847,9.99256399
88,39,34,108,28.94,11.86,6.62,70.59,101.43,7.810865753,90.41694635,132,41,22,11.43061073,92.718,-0.260332599,basic,185.932394,64.924,22.258,-57.12508391
24,32,48,26,28.76,10.68,7.33,63.86,101.42,6.527541661,81.05902285,103,42,17,73.58919543,31.054,1.026376865,neutral,154.0692792,40.728,18.073,50.68229315
80,42,50,97,28.58,9.49,8.04,57.14,101.41,7.569454601,99.93100821,133,50,25,18.60179836,90.997,-0.01110497,basic,197.6013818,59.534,22.384,-46.47930246
32,32,63,32,28.46,9.96,7.81,47.03,101.41,7.041065585,91.9223468,127,37,18,63.27253064,39.238,0.515407739,neutral,174.6712541,45.256,17.641,36.42329596
29,45,58,42,28.33,10.44,7.58,36.92,101.41,7.208795456,75.13617229,110,39,25,76.19876554,46.372,0.305721163,neutral,164.9538432,30.476,24.402,39.45914831
47,11,39,12,28.2,9.66,8.04,35.36,101.42,6.814341946,90.4547185,131,38,19,37.9970563,50.778,0.742492504,neutral,180.2700394,42,6.952,31.86358445
25,36,28,22,28.08,8.89,8.49,33.8,101.42,7.442217061,78.82199603,108,38,24,74.68860079,37.567,0.071949295,neutral,161.0904481,38.514,19.009,52.35340119
38,26,53,58,27.78,8.65,9.82,37.24,101.43,6.854558957,80.03995829,122,40,17,56.04600834,42.765,0.711409758,neutral,171.4981913,54.126,13.514,20.98801251
89,11,56,34,27.48,8.41,11.16,40.68,101.43,7.884550475,84.62419032,111,50,15,-3.772838064,92.573,-0.293200174,basic,167.3808147,65.746,5.516,-19.3872571
45,10,50,22,27.28,8.57,11.72,49.61,101.44,6.006085786,77.55176318,140,40,17,40.97364736,54.221,1.573645067,acidic,188.9042601,43.162,4.912,32.73447105
11,23,40,49,27.07,8.72,12.28,58.54,101.45,7.432043735,86.84998693,100,40,20,79.44600261,18.476,0.097788002,neutral,151.6975694,39.58,11.304,50.44500392
18,36,50,21,26.94,8.31,12.36,46.66,101.46,6.498052108,70.65644296,123,50,16,82.16071141,35.543,1.097109756,acidic,180.4486365,38.226,17.616,62.30306711
40,8,52,8,26.82,7.9,12.44,34.78,101.46,6.205263534,62.64174227,107,36,21,47.73965155,52.51,1.315919,acidic,155.6436845,39.372,3.428,49.20747732
